Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_approved,Application_order,Application_mode,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Daytime_evening_attendance,Gender,Displaced,Status
131.0,137.0,18,5,1,1,0,0,1,1,0,0,Graduate
126.0,127.4,19,6,1,1,0,0,1,1,0,1,Graduate
133.1,97.0,23,5,1,1,0,0,1,1,0,1,Dropout
136.0,126.3,18,6,4,1,0,1,1,1,0,1,Graduate
140.0,127.5,18,0,4,1,0,0,1,1,0,0,Dropout
135.0,126.6,19,7,1,1,0,1,1,1,0,0,Graduate
160.0,120.0,30,7,1,42,0,0,1,0,0,0,Graduate
140.0,140.0,29,0,1,44,0,0,1,1,0,1,Dropout
140.0,131.5,19,8,6,1,0,0,1,1,0,1,Graduate
115.0,112.2,20,7,6,17,0,0,1,1,0,1,Graduate
144.0,150.5,20,6,1,1,0,0,1,1,0,0,Graduate
128.0,121.0,19,6,4,1,0,0,1,1,0,1,Graduate
116.0,112.2,20,3,1,17,0,0,1,1,0,1,Enrolled
135.0,129.4,21,0,2,1,0,0,1,1,0,1,Dropout
121.0,114.4,19,5,1,17,0,0,1,1,0,0,Graduate
134.0,120.3,18,7,3,1,0,1,1,1,0,1,Graduate
120.0,120.0,27,6,1,39,0,1,1,0,0,0,Graduate
125.0,114.5,19,5,2,17,0,1,1,1,0,1,Graduate
141.0,127.8,19,0,1,1,0,1,1,1,0,0,Dropout
140.0,124.6,19,5,1,1,0,0,1,1,0,1,Graduate
144.0,130.3,18,7,6,1,0,1,1,1,0,1,Graduate
122.0,118.2,20,4,1,17,0,1,1,1,0,0,Enrolled
130.0,118.8,18,6,1,1,0,1,1,1,0,0,Graduate
133.1,133.0,19,0,5,1,0,0,1,1,0,1,Dropout
133.1,129.0,36,6,1,39,0,0,1,1,0,1,Graduate
147.0,100.0,18,0,1,43,0,0,1,1,0,0,Enrolled
127.0,120.7,18,1,1,43,1,0,1,1,0,1,Enrolled
136.0,132.5,19,7,6,17,0,0,1,1,0,1,Graduate
127.0,120.3,18,7,5,1,0,1,1,1,0,1,Graduate
123.0,114.6,18,4,1,17,0,0,1,1,0,0,Graduate
128.0,116.5,19,6,1,1,0,1,1,1,0,1,Graduate
128.0,127.8,19,7,1,1,0,1,1,1,0,0,Graduate
140.0,129.9,18,7,2,1,0,0,1,1,0,1,Dropout
121.0,118.9,20,6,2,1,0,0,1,1,0,1,Graduate
122.0,114.3,20,5,3,1,0,1,1,1,0,1,Enrolled
126.0,114.8,20,7,1,18,0,0,1,1,0,1,Graduate
135.0,123.0,18,7,4,1,0,1,1,1,0,1,Graduate
131.0,122.1,18,7,2,1,0,0,1,1,0,1,Graduate
140.0,123.7,19,5,4,17,0,0,1,1,0,0,Graduate
131.0,132.4,19,5,3,1,0,0,1,1,0,1,Enrolled
130.0,114.8,44,6,1,39,0,0,1,0,0,0,Graduate
130.0,130.0,32,0,1,7,0,0,1,1,0,0,Dropout
140.0,122.3,22,5,1,43,0,0,1,1,0,0,Dropout
130.0,152.4,36,12,1,39,0,0,1,1,0,1,Graduate
125.0,120.1,18,6,1,17,0,1,1,1,0,0,Graduate
160.0,155.1,20,5,1,1,0,0,1,1,0,1,Graduate
130.0,124.5,20,11,1,51,0,1,1,1,0,0,Graduate
144.0,126.9,19,5,1,17,0,0,1,1,0,0,Graduate
133.1,153.2,24,5,1,39,1,0,1,1,0,1,Graduate
148.0,129.8,20,5,1,17,0,0,1,1,0,0,Enrolled
133.1,135.0,27,9,1,43,0,0,1,0,0,0,Dropout
133.0,131.3,20,5,1,1,0,0,1,1,0,1,Enrolled
129.0,125.2,23,16,6,43,0,1,1,1,0,0,Graduate
144.0,141.3,18,8,5,1,0,1,1,1,0,1,Graduate
120.0,117.1,18,5,1,17,0,1,1,1,0,1,Graduate
144.0,126.5,20,7,3,17,0,1,1,1,0,1,Graduate
132.0,120.1,20,6,1,1,0,1,1,1,0,0,Graduate
142.0,128.4,23,6,1,1,0,0,1,1,0,0,Dropout
136.0,140.0,20,6,2,1,0,0,1,1,0,1,Graduate
133.1,110.0,28,0,1,39,0,0,0,1,0,1,Dropout
122.0,116.8,21,4,1,1,0,0,1,1,0,1,Graduate
133.1,104.5,21,2,2,1,0,0,1,1,0,1,Dropout
140.0,140.0,28,0,1,7,0,0,1,1,0,0,Dropout
117.0,113.2,18,6,1,1,0,0,1,1,0,0,Graduate
128.0,118.6,21,5,1,17,0,1,1,1,0,1,Enrolled
136.0,123.8,19,6,1,1,0,0,1,1,0,0,Graduate
141.0,126.7,18,7,6,18,0,1,1,1,0,1,Graduate
130.0,133.8,19,0,3,1,0,0,1,1,0,0,Dropout
140.0,140.0,20,6,1,44,0,0,1,1,0,0,Enrolled
102.0,100.6,20,6,3,1,0,1,1,1,0,1,Graduate
126.0,132.7,18,6,1,17,0,1,1,1,0,0,Graduate
125.0,106.6,20,6,2,43,0,0,1,1,0,1,Dropout
120.0,140.4,31,5,1,39,0,0,1,1,0,0,Dropout
132.0,128.3,19,7,3,17,0,1,1,1,0,1,Graduate
128.0,118.6,19,6,3,1,0,1,1,1,0,1,Graduate
115.0,123.4,23,6,1,1,0,0,1,1,0,0,Graduate
125.0,124.0,19,6,1,1,0,0,1,1,0,0,Graduate
137.0,121.3,20,6,6,1,0,0,1,1,0,1,Graduate
101.0,101.0,22,5,1,1,1,0,1,1,0,1,Enrolled
126.0,116.9,18,6,1,1,0,0,1,1,0,1,Enrolled
130.0,130.0,27,2,3,7,1,0,0,1,0,0,Dropout
100.0,120.0,29,1,1,39,0,0,1,1,0,0,Dropout
122.0,130.4,18,5,1,17,0,0,1,1,0,1,Graduate
126.0,118.7,18,5,1,17,0,0,1,1,0,0,Graduate
128.0,131.5,18,8,1,17,0,0,1,1,0,0,Graduate
134.0,120.4,20,3,3,17,0,0,1,1,0,1,Enrolled
128.0,129.1,18,6,2,17,0,0,1,1,0,1,Graduate
125.0,132.0,18,5,1,1,0,0,0,1,0,0,Enrolled
130.0,130.0,28,1,2,7,0,0,0,1,0,0,Dropout
135.0,132.8,18,7,2,1,0,1,1,1,0,1,Graduate
133.1,143.7,27,4,1,39,0,0,1,1,0,0,Enrolled
140.0,152.8,26,7,1,39,0,0,1,1,0,0,Enrolled
138.0,133.5,18,6,2,1,0,0,1,1,0,1,Graduate
150.0,146.2,18,4,1,1,0,0,1,1,0,0,Dropout
125.0,115.2,21,0,2,1,0,0,1,1,0,0,Dropout
121.0,120.7,18,4,2,1,0,0,1,1,0,1,Enrolled
120.0,101.8,32,0,1,39,0,0,0,0,0,0,Dropout
140.0,100.0,28,4,2,39,0,0,1,1,0,0,Graduate
100.0,121.9,40,0,1,39,0,0,0,0,0,0,Dropout
140.0,120.4,39,0,2,18,1,0,0,0,0,0,Dropout
140.0,120.4,39,0,2,18,1,0,0,1,0,0,Dropout
120.0,148.8,50,6,1,39,0,0,1,1,0,0,Graduate
138.0,123.0,23,5,2,17,0,0,1,1,0,1,Dropout
133.1,100.0,48,1,1,39,0,0,1,0,0,0,Dropout
118.0,112.1,23,4,2,17,0,0,1,1,0,1,Dropout
135.0,126.8,18,7,6,1,0,1,1,1,0,1,Graduate
130.0,115.9,18,2,1,17,0,0,1,1,0,0,Graduate
150.0,132.5,20,5,1,15,0,0,0,1,0,1,Graduate
149.0,132.2,18,4,3,18,0,1,1,1,0,1,Graduate
180.0,183.5,18,4,1,1,0,0,1,1,0,1,Dropout
133.1,136.0,31,1,1,43,0,0,1,1,1,0,Dropout
133.1,100.9,24,1,1,39,0,0,1,1,1,1,Enrolled
145.0,114.5,24,0,1,39,0,0,1,1,1,1,Graduate
110.0,110.3,26,0,1,39,1,0,0,1,1,0,Dropout
154.0,137.2,18,5,1,1,1,0,1,1,1,1,Dropout
126.0,116.9,19,3,1,17,0,1,1,1,1,0,Enrolled
133.0,121.8,22,0,1,17,0,0,1,1,1,1,Dropout
145.0,127.3,18,7,2,1,0,0,1,1,1,1,Graduate
120.0,120.0,20,0,1,44,1,0,0,1,1,0,Dropout
150.0,150.0,25,0,1,44,0,0,1,1,1,0,Graduate
150.0,100.0,24,4,1,43,0,0,1,0,1,1,Graduate
150.0,150.0,27,1,1,39,0,0,1,1,1,1,Dropout
127.0,116.9,21,5,1,17,0,0,1,1,1,0,Graduate
140.0,140.0,21,6,1,44,0,0,1,1,1,1,Graduate
128.0,122.1,19,4,3,18,0,0,1,1,1,1,Dropout
127.0,160.0,28,7,1,39,0,0,1,1,1,0,Graduate
117.0,118.4,20,5,1,1,0,0,1,1,1,0,Enrolled
150.0,150.0,21,6,1,44,0,1,1,1,1,0,Graduate
154.0,144.9,18,7,1,1,0,1,1,1,1,0,Graduate
127.0,121.1,18,5,2,17,0,1,1,1,1,1,Enrolled
133.0,121.8,20,4,2,1,0,0,1,1,1,0,Enrolled
120.0,146.8,25,5,1,39,0,0,1,1,1,0,Enrolled
133.1,138.0,22,6,1,1,1,0,1,1,1,0,Enrolled
149.0,138.0,18,6,1,1,0,0,1,1,1,0,Enrolled
125.0,116.3,19,5,2,17,0,0,1,1,1,1,Graduate
126.0,122.5,19,3,5,1,0,0,1,1,1,1,Dropout
133.1,115.0,25,4,1,39,1,0,0,1,1,1,Dropout
115.0,115.0,21,9,1,43,1,0,1,1,1,0,Dropout
117.0,119.8,19,2,3,17,0,0,1,1,1,1,Dropout
133.1,95.0,20,0,2,17,0,0,1,1,1,0,Dropout
150.0,150.0,25,14,1,44,0,0,1,1,1,0,Dropout
130.0,117.8,20,3,1,17,0,0,1,1,1,1,Enrolled
161.0,144.2,18,0,1,1,0,0,1,1,1,1,Graduate
130.0,130.0,23,3,1,44,1,0,1,1,1,1,Enrolled
111.0,128.2,23,8,1,42,0,0,1,1,1,1,Graduate
140.0,135.3,21,11,1,53,0,0,1,1,1,0,Graduate
132.0,143.9,20,2,1,1,0,0,1,1,1,1,Enrolled
139.0,140.7,25,1,1,39,0,0,1,0,1,0,Dropout
132.0,130.4,18,6,1,1,0,0,1,1,1,1,Graduate
119.0,123.2,22,6,6,1,0,0,1,1,1,1,Graduate
133.1,118.0,27,6,1,39,0,0,1,1,1,0,Graduate
133.1,120.0,25,0,1,39,0,0,1,1,1,0,Dropout
129.0,118.9,18,3,4,17,0,0,1,1,1,1,Dropout
128.0,117.2,20,5,1,17,0,0,1,1,1,0,Graduate
120.0,120.0,27,5,1,39,0,0,1,1,1,0,Graduate
130.0,118.1,20,6,1,1,0,0,1,0,1,0,Graduate
130.0,124.8,22,0,1,1,0,0,1,1,1,1,Dropout
111.0,106.5,19,3,6,17,0,0,1,1,1,1,Dropout
121.0,116.8,20,3,6,1,0,0,1,1,1,0,Enrolled
117.0,109.3,19,0,4,43,0,0,1,1,1,0,Graduate
133.1,120.0,29,0,1,39,0,0,0,1,1,1,Dropout
149.0,137.5,19,7,2,1,0,0,1,1,1,0,Graduate
172.0,150.0,28,5,2,39,0,1,1,0,0,1,Enrolled
134.0,120.4,20,6,1,1,0,0,1,1,0,0,Graduate
136.0,136.7,20,4,4,1,0,0,1,1,0,1,Graduate
133.1,118.5,31,0,1,39,0,0,1,0,0,1,Dropout
141.0,133.0,18,7,5,17,0,0,1,1,0,1,Graduate
141.0,128.8,19,6,1,17,0,0,1,1,0,1,Enrolled
148.0,133.0,18,4,1,1,0,0,1,1,0,1,Graduate
102.0,102.0,19,5,1,17,0,0,1,1,0,0,Graduate
143.0,133.9,18,5,1,1,0,1,1,1,0,0,Graduate
120.0,127.0,19,3,1,17,0,0,1,1,0,0,Graduate
121.0,120.4,18,6,1,17,0,1,1,1,0,1,Graduate
122.0,124.5,19,6,3,1,0,0,1,1,0,1,Graduate
122.0,123.9,19,7,4,1,0,0,1,1,0,0,Graduate
123.0,117.8,18,6,2,1,0,0,1,1,0,1,Graduate
133.0,126.7,19,4,1,1,0,0,1,1,0,0,Enrolled
110.0,110.0,20,6,1,44,0,1,1,1,0,0,Graduate
155.0,134.7,20,5,1,17,0,0,1,1,0,1,Enrolled
119.0,113.2,20,6,1,17,1,0,1,1,0,0,Enrolled
120.0,141.0,29,11,1,39,0,0,1,0,0,0,Dropout
133.1,111.5,20,4,1,17,0,1,0,1,0,0,Dropout
143.0,140.0,31,6,1,39,1,0,0,1,0,0,Dropout
149.0,134.3,20,6,1,17,0,0,1,1,0,0,Graduate
133.0,125.3,21,18,1,17,0,0,1,1,0,1,Graduate
140.0,140.0,23,0,1,7,0,0,1,1,0,1,Dropout
122.0,119.6,21,4,5,17,1,0,0,1,0,0,Dropout
170.0,170.0,24,7,1,7,0,0,1,1,0,0,Graduate
120.0,150.5,27,6,1,39,0,0,1,0,0,0,Graduate
143.0,128.0,18,7,1,1,0,1,1,1,0,0,Graduate
115.0,108.7,21,0,3,1,0,0,0,1,0,1,Dropout
123.0,121.6,19,0,1,17,1,1,1,1,0,1,Dropout
131.0,125.3,19,7,6,1,0,1,1,1,0,1,Graduate
127.0,117.6,18,0,1,17,0,0,1,1,0,0,Dropout
126.0,124.3,18,5,3,43,0,1,1,1,0,1,Enrolled
112.0,106.1,20,7,2,1,1,1,1,1,0,1,Graduate
150.0,139.9,24,5,1,1,0,0,1,0,0,1,Graduate
116.0,110.8,20,6,1,1,0,0,1,1,0,1,Graduate
118.0,118.0,20,4,3,17,0,0,1,1,0,0,Enrolled
130.0,117.8,19,7,1,1,0,1,1,1,0,1,Graduate
144.0,127.5,18,7,6,1,0,1,1,1,0,1,Graduate
105.0,129.7,20,6,2,17,0,1,1,1,0,1,Graduate
143.0,130.6,20,7,1,17,0,0,1,1,0,1,Graduate
137.0,126.3,19,6,2,17,0,1,1,1,0,1,Graduate
140.0,140.0,19,5,1,44,0,0,1,1,0,1,Enrolled
133.1,105.0,20,6,1,1,0,0,1,1,0,1,Graduate
116.0,114.6,19,2,2,17,0,0,1,1,0,1,Dropout
117.0,114.6,19,4,5,17,0,0,1,1,0,1,Dropout
137.0,131.0,18,8,1,17,0,1,1,1,0,1,Graduate
116.0,109.0,23,6,4,17,0,1,1,1,0,0,Dropout
133.1,132.0,21,5,1,1,0,0,1,1,0,1,Dropout
130.0,130.0,23,9,1,44,0,0,1,0,0,1,Graduate
106.0,109.5,19,7,3,1,0,0,1,1,0,1,Graduate
125.0,115.9,18,6,2,17,0,0,1,1,0,1,Graduate
134.0,131.6,19,5,1,1,0,0,1,1,0,1,Graduate
133.1,120.0,25,7,1,39,0,1,1,1,0,0,Graduate
117.0,109.7,19,5,2,1,0,0,1,1,0,1,Enrolled
136.0,136.4,19,7,1,1,0,1,1,1,0,0,Graduate
120.0,120.0,24,7,1,39,1,1,1,1,0,0,Graduate
135.0,132.6,18,6,1,1,0,1,1,1,0,1,Graduate
122.0,112.9,19,6,5,17,0,1,1,1,0,1,Graduate
147.0,134.3,18,7,5,1,0,1,1,1,0,0,Graduate
120.0,123.2,27,3,1,39,0,0,1,0,0,0,Enrolled
121.0,117.2,19,5,3,17,0,0,1,1,0,0,Graduate
135.0,129.8,18,6,1,18,0,1,1,1,0,0,Dropout
130.0,158.0,34,4,1,39,1,0,0,1,0,0,Dropout
128.0,116.5,18,3,6,1,0,0,1,1,0,0,Enrolled
129.0,121.0,18,2,1,1,0,0,1,1,0,1,Enrolled
143.0,133.8,18,8,3,1,0,0,1,1,0,1,Enrolled
108.0,115.0,20,0,2,1,1,0,0,1,0,1,Dropout
130.0,131.8,19,2,1,1,0,1,1,1,0,1,Enrolled
135.0,121.0,21,5,1,1,0,0,1,1,0,0,Enrolled
140.0,152.4,26,5,1,39,0,0,1,0,0,0,Graduate
120.0,110.2,27,7,2,43,0,0,1,1,0,0,Graduate
117.0,113.5,20,4,1,1,0,0,1,1,0,1,Graduate
151.0,144.4,18,6,1,17,0,0,1,1,0,1,Graduate
140.0,143.3,23,9,1,53,0,0,0,1,0,1,Enrolled
133.1,100.0,24,7,1,39,0,0,1,1,0,0,Graduate
130.0,126.3,19,5,1,44,0,1,1,1,0,1,Graduate
125.0,115.9,19,4,1,1,0,0,1,1,0,0,Graduate
125.0,114.9,19,5,4,1,1,1,1,1,0,1,Enrolled
135.0,121.0,18,5,1,1,1,0,1,1,0,0,Enrolled
121.0,112.3,22,13,1,51,0,0,1,0,0,0,Graduate
141.0,127.0,20,5,1,43,0,0,1,1,0,0,Graduate
130.0,120.0,25,0,1,39,0,0,1,1,0,0,Dropout
180.0,180.0,21,6,1,44,0,0,1,1,0,0,Graduate
117.0,117.4,19,5,1,1,0,0,1,1,0,1,Enrolled
127.0,115.8,18,6,4,17,0,0,1,1,0,1,Graduate
126.0,136.5,18,3,3,1,0,0,1,1,0,1,Graduate
143.0,129.0,19,7,3,17,0,0,1,1,1,1,Graduate
144.0,137.6,19,5,1,1,0,1,1,1,0,1,Graduate
126.0,129.5,18,5,2,17,1,0,0,1,0,1,Dropout
140.0,129.1,20,11,1,51,0,1,1,1,0,1,Graduate
148.0,130.2,19,0,5,17,0,0,1,1,0,1,Dropout
100.0,134.3,28,17,1,42,0,0,1,1,0,1,Graduate
151.0,138.4,20,6,1,1,0,1,1,1,0,1,Graduate
120.0,120.0,30,9,1,42,0,0,1,0,0,1,Dropout
135.0,123.5,19,7,4,1,0,1,1,1,0,1,Graduate
121.0,116.1,22,6,2,1,0,0,1,1,0,1,Graduate
116.0,110.8,18,6,1,1,0,0,1,1,0,1,Graduate
147.0,142.8,23,2,1,17,0,0,1,1,0,1,Dropout
160.0,155.5,18,6,4,17,0,0,1,1,0,1,Graduate
133.0,126.7,18,5,1,1,0,0,1,1,0,1,Enrolled
100.0,163.5,50,1,1,39,1,0,0,1,1,0,Dropout
151.0,161.9,19,0,1,1,0,1,1,1,0,1,Graduate
124.0,123.3,22,6,2,17,0,0,1,1,0,1,Graduate
140.0,137.5,23,6,1,44,1,1,1,1,0,0,Graduate
170.0,166.6,20,5,4,18,1,1,0,1,0,0,Dropout
133.1,103.5,44,0,1,39,0,0,0,1,0,0,Dropout
133.1,110.0,49,7,1,39,0,0,1,1,1,0,Graduate
100.0,128.2,46,9,1,43,0,0,1,0,1,0,Graduate
120.0,137.7,41,3,1,39,0,0,0,1,1,1,Dropout
133.0,128.8,18,7,3,17,0,0,1,1,1,1,Graduate
120.0,170.0,43,5,1,39,0,0,1,0,1,0,Graduate
133.1,116.4,70,0,2,39,1,0,0,1,1,0,Dropout
133.1,100.9,48,0,1,39,0,0,1,1,1,0,Dropout
133.1,136.0,41,19,1,43,0,0,1,1,1,0,Graduate
140.0,130.0,21,6,1,1,0,0,1,1,1,0,Enrolled
100.0,100.0,35,3,1,39,1,0,0,1,1,0,Dropout
133.1,157.0,44,4,1,39,0,0,1,1,1,1,Graduate
143.0,152.1,18,4,1,1,1,0,1,1,1,1,Dropout
165.0,162.9,45,6,1,1,0,0,1,0,1,1,Graduate
154.0,137.2,20,3,1,1,0,0,1,1,1,0,Enrolled
140.0,140.0,22,5,1,44,0,0,1,1,1,1,Graduate
140.0,146.5,39,3,1,43,0,0,1,1,1,0,Dropout
130.0,130.0,20,5,1,44,0,0,0,1,1,0,Enrolled
133.1,128.0,49,3,1,39,0,0,1,1,1,0,Dropout
190.0,190.0,43,4,1,7,0,0,1,1,1,1,Dropout
120.0,133.2,32,0,1,39,0,0,1,0,1,1,Dropout
100.0,124.3,47,9,1,39,0,0,1,1,1,0,Graduate
120.0,138.1,37,5,1,39,0,1,1,0,1,0,Dropout
133.1,144.3,41,10,1,39,0,0,1,0,1,0,Graduate
150.0,140.0,60,18,1,39,0,0,1,1,1,0,Graduate
120.0,148.3,47,11,1,39,0,0,1,1,1,0,Graduate
133.1,96.0,50,0,1,39,1,0,0,0,1,0,Dropout
133.1,121.7,45,0,1,39,0,0,1,0,1,1,Dropout
100.0,160.0,45,0,1,39,1,0,0,1,1,0,Dropout
133.1,110.3,33,4,1,39,0,0,1,1,1,0,Graduate
143.0,129.0,18,7,1,1,0,0,1,1,1,0,Graduate
120.0,150.0,43,5,1,39,0,0,1,1,1,0,Graduate
161.0,100.0,44,13,1,43,0,0,1,0,1,0,Graduate
133.1,107.5,29,0,1,39,0,0,1,1,1,0,Dropout
140.0,170.0,53,3,1,39,1,0,0,1,1,0,Dropout
123.0,123.0,37,5,1,42,0,0,1,0,1,0,Enrolled
142.0,138.5,18,5,1,43,0,0,1,1,1,1,Enrolled
133.1,140.0,35,6,1,43,1,0,1,1,1,0,Dropout
115.0,113.6,23,6,1,1,0,0,1,1,1,0,Enrolled
156.0,170.0,22,0,1,1,0,0,1,1,1,1,Graduate
140.0,115.5,33,1,1,39,0,0,0,0,1,0,Dropout
130.0,130.0,41,0,3,7,0,0,0,1,1,0,Dropout
140.0,140.0,51,7,1,7,0,0,1,1,1,0,Graduate
140.0,126.6,19,6,1,51,0,0,1,1,1,0,Graduate
133.1,143.2,35,0,1,39,0,0,1,0,1,0,Dropout
131.0,131.4,20,0,2,1,0,0,1,1,1,1,Graduate
141.0,133.3,18,4,1,43,0,0,1,1,1,1,Enrolled
120.0,118.3,18,5,1,1,1,1,0,1,1,0,Dropout
140.0,140.0,21,5,1,44,0,0,1,1,1,0,Graduate
132.0,124.7,21,6,1,1,0,0,1,1,1,1,Graduate
130.0,140.0,34,3,2,39,0,0,1,1,1,0,Graduate
140.0,150.0,34,0,1,39,0,0,1,1,1,1,Dropout
110.0,115.6,21,6,2,17,0,0,1,1,1,1,Graduate
140.0,116.9,32,7,1,43,0,0,1,1,1,0,Enrolled
130.0,123.4,30,2,2,17,0,0,1,1,1,1,Dropout
137.0,146.5,19,11,1,1,1,0,1,1,1,1,Enrolled
158.0,117.1,20,6,1,51,0,0,1,1,1,1,Dropout
124.0,113.9,18,0,1,1,0,0,1,1,1,1,Dropout
136.0,128.7,19,6,1,1,0,0,1,1,1,0,Graduate
142.0,132.9,18,5,3,17,0,0,1,1,1,1,Dropout
150.0,123.0,27,4,1,39,0,0,1,0,1,0,Dropout
120.0,129.8,52,5,1,39,0,0,1,1,1,1,Graduate
149.0,156.1,29,0,1,43,0,0,0,1,1,1,Dropout
130.0,120.0,22,3,1,51,1,0,0,1,1,1,Dropout
110.0,117.2,28,18,1,43,0,0,1,1,1,1,Graduate
133.1,107.0,30,0,1,39,0,0,1,1,1,1,Dropout
134.0,128.4,18,7,2,1,0,0,1,1,0,1,Graduate
130.0,123.4,21,4,2,1,0,0,1,1,0,1,Graduate
141.0,126.7,20,6,1,1,1,1,1,1,0,1,Graduate
123.0,123.0,21,8,1,42,0,1,1,1,0,1,Graduate
133.1,137.2,32,0,1,39,1,0,0,0,0,0,Dropout
122.0,125.9,20,6,3,1,0,1,1,1,1,1,Graduate
132.0,138.0,19,0,4,1,1,0,0,1,1,1,Dropout
133.1,128.2,18,4,1,15,1,0,0,1,1,0,Dropout
130.0,126.5,23,12,1,43,0,0,0,0,1,1,Dropout
111.0,112.4,20,6,1,1,0,0,1,1,1,1,Graduate
133.1,109.0,46,8,2,43,0,0,1,1,0,1,Graduate
125.0,100.0,27,18,1,17,0,0,1,1,1,0,Graduate
137.0,144.7,20,0,1,5,0,0,1,1,1,1,Enrolled
100.0,120.0,41,9,3,43,0,0,1,0,1,1,Graduate
133.1,100.0,40,1,1,15,1,0,1,1,1,0,Enrolled
150.0,154.0,37,16,1,44,0,0,1,0,1,0,Graduate
120.0,111.3,20,5,4,1,0,0,1,1,1,0,Enrolled
150.0,150.0,20,4,1,44,0,0,1,1,0,1,Enrolled
133.1,100.0,26,9,1,7,0,0,1,0,0,0,Graduate
133.1,162.5,54,9,1,39,0,0,1,0,1,0,Graduate
132.0,134.1,21,6,5,17,0,0,1,1,1,1,Graduate
134.0,133.0,20,6,1,1,0,1,1,1,0,1,Graduate
126.0,119.0,18,0,6,17,0,0,1,1,0,1,Dropout
136.0,131.1,19,6,3,1,0,0,1,1,0,1,Enrolled
129.0,129.4,18,6,2,1,0,0,1,1,0,1,Graduate
126.0,123.9,19,4,1,1,0,0,1,1,0,1,Enrolled
140.0,140.0,22,6,1,44,1,0,1,1,0,1,Dropout
162.0,162.0,19,6,1,43,0,0,1,1,0,0,Graduate
148.0,131.6,21,8,1,1,0,0,1,1,0,1,Dropout
119.0,110.6,20,6,1,17,0,0,1,1,0,0,Enrolled
123.0,117.4,18,6,3,17,0,1,1,1,0,1,Graduate
150.0,137.8,18,6,1,17,0,1,1,1,0,1,Graduate
113.0,106.7,20,2,1,17,1,0,1,1,0,1,Dropout
152.0,156.9,18,7,1,1,0,1,1,1,0,0,Graduate
154.0,129.0,18,6,3,1,0,0,1,1,0,1,Enrolled
130.0,124.8,20,5,2,1,0,1,1,1,0,1,Graduate
121.0,115.1,19,6,1,1,0,0,1,1,0,1,Graduate
153.0,146.7,18,6,1,1,0,0,1,1,0,1,Graduate
148.0,132.8,18,7,1,1,0,0,1,1,0,0,Graduate
143.0,159.1,18,5,3,5,1,1,1,1,0,0,Dropout
147.0,137.6,20,0,3,17,0,1,1,1,0,1,Graduate
138.0,124.0,19,6,1,17,0,1,1,1,0,0,Graduate
120.0,149.0,36,2,1,39,0,0,0,1,1,0,Dropout
145.0,129.6,19,6,1,17,0,1,1,1,0,0,Graduate
118.0,110.0,18,6,3,17,0,0,1,1,0,1,Graduate
121.0,116.1,18,6,3,1,0,1,1,1,0,0,Graduate
135.0,133.3,18,6,3,1,0,1,1,1,0,1,Graduate
140.0,144.3,19,7,1,44,0,0,1,1,0,1,Graduate
145.0,133.6,18,7,3,18,0,0,1,1,0,1,Graduate
133.0,123.2,19,6,1,1,0,1,1,1,0,1,Graduate
127.0,137.2,18,6,1,1,0,0,1,1,0,1,Enrolled
130.0,130.0,22,6,1,53,0,1,0,1,0,1,Enrolled
117.0,110.0,18,0,2,1,1,0,0,1,0,1,Dropout
125.0,118.0,19,5,4,17,0,0,1,1,0,1,Graduate
141.0,128.4,18,6,1,1,0,0,1,1,0,1,Graduate
122.0,113.6,19,7,3,1,0,0,1,1,0,0,Graduate
118.0,113.5,20,2,2,17,1,0,1,1,0,1,Enrolled
142.0,146.9,18,6,3,17,0,1,1,1,0,1,Graduate
143.0,141.3,23,6,1,1,1,0,0,1,0,0,Enrolled
143.0,129.7,20,0,4,1,0,0,1,1,0,1,Dropout
123.0,121.3,20,6,5,1,0,0,1,1,0,1,Enrolled
115.0,109.1,22,0,1,1,1,1,0,1,0,1,Dropout
112.0,107.1,18,7,2,17,0,1,1,1,0,1,Graduate
135.0,129.2,18,7,1,17,0,1,1,1,0,0,Graduate
162.0,154.1,18,7,1,1,0,0,1,1,0,0,Graduate
143.0,147.2,18,7,1,1,0,0,1,1,0,0,Graduate
130.0,120.0,21,5,1,51,0,0,1,1,0,0,Enrolled
136.0,130.8,20,6,1,17,0,0,1,1,0,0,Enrolled
125.0,120.8,18,6,1,16,0,0,1,1,0,1,Graduate
132.0,125.4,20,7,2,17,0,1,0,1,0,1,Enrolled
123.0,121.3,25,6,1,1,0,0,1,0,0,1,Graduate
142.0,127.0,18,5,1,1,0,1,1,1,0,1,Graduate
147.0,151.6,19,0,3,1,0,0,1,1,0,1,Graduate
140.0,131.6,20,6,1,1,0,0,1,1,0,1,Enrolled
133.1,106.0,20,6,2,1,0,1,1,1,0,1,Graduate
114.0,111.6,21,6,4,18,0,1,1,1,0,1,Graduate
125.0,117.3,18,6,3,17,0,0,1,1,0,1,Graduate
127.0,121.4,18,7,1,17,0,0,1,1,0,1,Dropout
132.0,126.1,18,6,3,1,0,1,1,1,0,1,Graduate
148.0,137.0,18,8,4,1,0,0,1,1,0,1,Graduate
139.0,120.8,19,0,1,43,0,0,1,1,0,0,Dropout
136.0,128.7,20,6,1,17,0,0,1,1,0,1,Dropout
133.1,118.0,47,0,1,39,0,0,1,1,0,0,Dropout
120.0,120.0,21,5,1,43,1,0,1,1,0,0,Enrolled
